,Status,Player,Pos,Player_ID,url,G,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DPM,BPM,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,FG_100,FGA_100,FG%_100,3P_100,3PA_100,3P%_100,2P_100,2PA_100,2P%_100,FT_100,FTA_100,FT%_100,ORB_100,DRB_100,TRB_100,AST_100,STL_100,BLK_100,TOV_100,PF_100,PTS_100,ORtg,DRtg,Cluster
545,Active,Ronnie Price,PG,pricero01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pricero01.html,532,9.2,0.47,0.202,2.8,7.7,5.2,19.3,2.9,0.6,18.2,16.3,-2.1,-0.5,-2.6,0.376,15.8,0.595,0.265,0.059,0.063,0.208,0.405,0.423,0.559,0.267,0.315,0.327,0.306,0.355,0.041,0.835,0.192,0.375,5.2,13.9,0.376,1.7,5.6,0.306,3.5,8.3,0.423,2.1,2.8,0.737,1.2,3.4,4.6,6.7,2.9,0.4,3.4,6.5,14.3,95,108,2
546,Inactive,Ronny Turiaf,C,turiaro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/turiaro01.html,473,13.8,0.566,0.487,7.4,17.3,12.4,11.0,1.1,5.4,15.5,12.6,-1.7,2.7,1.0,0.533,6.8,0.996,0.523,0.156,0.113,0.203,0.004,0.535,0.702,0.319,0.319,0.393,0.0,0.746,0.163,0.0,0.286,0.0,5.3,10.0,0.533,0.0,0.0,0.0,5.3,10.0,0.535,3.1,4.9,0.636,3.2,7.7,11.0,3.9,1.1,3.7,2.2,7.0,13.8,114,106,7
547,Active,Roy Hibbert,C,hibbero01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hibbero01.html,656,15.5,0.514,0.32,10.4,17.8,14.1,9.2,0.8,5.3,13.9,20.4,-2.2,2.4,0.2,0.465,7.2,0.996,0.324,0.401,0.135,0.136,0.004,0.466,0.578,0.433,0.373,0.388,0.25,0.547,0.071,1.0,0.375,0.444,8.2,17.6,0.465,0.0,0.1,0.25,8.2,17.6,0.466,4.3,5.6,0.755,4.8,8.3,13.1,2.8,0.8,3.6,3.2,6.5,20.7,103,103,0
548,Active,Rudy Gay,SF,gayru01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gayru01.html,753,16.7,0.532,0.279,4.8,14.5,9.6,11.2,1.9,1.8,12.2,24.8,0.4,0.1,0.5,0.452,12.4,0.802,0.258,0.186,0.156,0.201,0.198,0.479,0.626,0.41,0.439,0.384,0.345,0.359,0.091,0.819,0.205,0.383,10.1,22.2,0.452,1.5,4.4,0.345,8.5,17.8,0.479,4.9,6.2,0.796,2.1,6.4,8.5,3.3,1.9,1.2,3.5,3.6,26.6,104,108,1
549,Active,Rudy Gobert,C,goberru01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/goberru01.html,245,19.9,0.621,0.76,13.5,28.0,20.9,6.6,1.3,6.4,17.7,14.7,-0.3,4.6,4.3,0.597,1.9,0.998,0.807,0.174,0.007,0.01,0.002,0.598,0.685,0.233,0.222,0.167,0.0,0.657,0.333,0.0,0.0,0.0,6.2,10.3,0.597,0.0,0.0,0.0,6.2,10.3,0.598,4.8,7.8,0.612,6.1,12.9,19.0,2.2,1.3,4.2,3.0,4.7,17.1,119,99,0
551,Active,Russell Westbrook,PG,westbru01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/westbru01.html,644,23.5,0.531,0.399,5.7,13.9,9.9,40.8,2.6,0.6,15.6,32.2,4.9,1.1,6.0,0.433,11.2,0.823,0.35,0.122,0.167,0.184,0.177,0.46,0.577,0.324,0.396,0.387,0.309,0.19,0.042,0.467,0.088,0.296,11.5,26.6,0.433,1.5,4.7,0.309,10.1,21.9,0.46,8.7,10.6,0.819,2.5,6.5,9.0,11.6,2.6,0.4,5.8,3.6,33.3,109,105,6
552,Active,Ryan Anderson,PF,anderry01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderry01.html,540,17.3,0.56,0.213,9.0,15.1,12.0,5.8,1.1,1.1,7.9,22.0,3.0,-2.1,0.9,0.423,16.6,0.487,0.239,0.08,0.056,0.111,0.513,0.468,0.554,0.362,0.353,0.42,0.381,0.449,0.022,0.963,0.186,0.392,8.9,21.1,0.423,4.1,10.9,0.381,4.8,10.3,0.468,3.9,4.5,0.86,4.1,6.8,10.8,1.8,1.1,0.7,2.0,3.9,25.9,115,109,3
553,Inactive,Ryan Hollins,C,holliry01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holliry01.html,518,11.0,0.62,0.705,8.5,12.8,10.7,3.8,0.8,3.5,19.9,14.1,-2.7,0.0,-2.6,0.584,4.8,0.999,0.586,0.212,0.116,0.085,0.001,0.584,0.72,0.392,0.382,0.4,0.0,0.713,0.318,0.0,0.0,0.0,5.8,9.9,0.584,0.0,0.0,0.0,5.8,9.9,0.584,4.5,7.0,0.649,3.8,5.7,9.6,1.3,0.8,2.3,3.2,8.7,16.0,109,109,7
554,Active,Ryan Kelly,PF,kellyry01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kellyry01.html,156,10.6,0.501,0.341,2.6,15.2,8.8,10.3,1.3,2.0,9.7,15.4,-1.9,-0.3,-2.1,0.38,15.0,0.621,0.19,0.16,0.138,0.133,0.379,0.42,0.61,0.328,0.293,0.393,0.314,0.662,0.037,0.95,0.223,0.423,5.2,13.7,0.38,1.6,5.2,0.314,3.6,8.5,0.42,3.7,4.7,0.797,1.2,6.8,8.1,3.5,1.3,1.3,1.7,5.0,15.7,103,111,1
555,Active,Salah Mejri,C,mejrisa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mejrisa01.html,84,15.6,0.662,0.485,11.7,26.7,18.9,2.9,1.6,7.0,20.9,11.1,-3.1,4.2,1.1,0.655,3.1,0.982,0.788,0.091,0.03,0.073,0.018,0.667,0.738,0.467,0.8,0.083,0.0,0.713,0.339,0.0,0.0,0.0,5.3,8.0,0.655,0.0,0.1,0.0,5.3,7.9,0.667,2.4,3.9,0.613,5.5,11.7,17.1,1.0,1.6,4.1,2.6,8.0,12.9,120,101,0
556,Active,Sam Dekker,SF,dekkesa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dekkesa01.html,62,13.9,0.558,0.152,7.7,14.0,10.9,8.0,1.4,1.3,8.6,15.7,0.1,-0.5,-0.4,0.478,12.8,0.563,0.432,0.098,0.014,0.024,0.438,0.594,0.654,0.333,0.4,0.556,0.329,0.732,0.125,0.962,0.335,0.444,7.3,15.2,0.478,2.2,6.7,0.329,5.1,8.6,0.594,1.4,2.3,0.589,3.3,6.1,9.5,2.6,1.4,0.8,1.5,2.9,18.1,116,109,3
557,Inactive,Samuel Dalembert,C,dalemsa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dalemsa01.html,886,15.4,0.555,0.313,12.2,25.3,18.7,3.4,1.1,5.6,17.2,15.5,-2.7,2.0,-0.7,0.521,5.8,0.998,0.51,0.205,0.193,0.089,0.002,0.522,0.643,0.387,0.406,0.393,0.083,0.679,0.202,1.0,0.167,0.0,6.8,13.0,0.521,0.0,0.0,0.083,6.8,13.0,0.522,2.9,4.1,0.706,5.5,11.2,16.8,1.1,1.1,3.7,3.1,6.3,16.5,106,102,0
559,Active,Sasha Vujacic,SG,vujacsa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vujacsa01.html,568,11.6,0.525,0.175,2.6,11.3,7.0,12.5,2.0,0.3,10.0,16.6,0.0,-1.1,-1.0,0.393,20.0,0.474,0.105,0.019,0.049,0.3,0.526,0.419,0.511,0.192,0.311,0.419,0.369,0.69,0.003,0.929,0.244,0.388,6.3,15.9,0.393,3.1,8.4,0.369,3.2,7.5,0.419,2.4,2.8,0.864,1.2,5.2,6.3,4.3,2.0,0.2,1.9,5.1,18.0,108,108,5
560,Active,Sean Kilpatrick,SG,kilpase01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kilpase01.html,91,13.0,0.551,0.294,1.5,12.6,7.1,12.4,1.2,0.3,13.5,23.6,-0.8,-2.7,-3.5,0.427,14.5,0.577,0.268,0.144,0.072,0.092,0.423,0.486,0.601,0.359,0.375,0.427,0.347,0.502,0.011,0.792,0.261,0.357,8.6,20.2,0.425,2.9,8.5,0.345,5.6,11.7,0.484,5.0,5.9,0.844,0.7,5.7,6.4,3.6,1.2,0.2,3.5,3.3,25.1,102,114,5
561,Inactive,Sebastian Telfair,PG,telfase01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/telfase01.html,564,10.8,0.478,0.24,1.4,7.2,4.3,25.8,1.8,0.5,16.4,19.5,-1.6,-2.3,-3.9,0.39,14.6,0.713,0.252,0.089,0.1,0.272,0.287,0.419,0.504,0.284,0.382,0.397,0.319,0.219,0.0,0.701,0.253,0.411,6.7,17.1,0.39,1.6,4.9,0.319,5.1,12.2,0.419,3.2,4.1,0.777,0.7,3.2,3.9,8.5,1.8,0.3,3.7,5.2,18.0,98,112,6
563,Active,Serge Ibaka,PF,ibakase01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/ibakase01.html,580,17.5,0.568,0.198,9.6,18.6,14.3,3.5,0.8,6.3,10.8,18.0,-0.7,1.6,0.9,0.519,11.4,0.87,0.294,0.16,0.141,0.275,0.13,0.542,0.711,0.447,0.471,0.452,0.365,0.736,0.115,0.977,0.344,0.356,8.8,16.9,0.519,0.8,2.2,0.365,8.0,14.7,0.542,2.5,3.3,0.753,4.1,8.7,12.8,1.1,0.8,4.2,2.2,4.9,20.8,113,103,0
564,Inactive,Sergey Karasev,SG,karasse01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/karasse01.html,95,8.7,0.519,0.313,3.0,11.2,7.1,11.3,1.5,0.3,17.1,13.5,-2.1,-1.1,-3.1,0.395,15.9,0.547,0.235,0.111,0.058,0.144,0.453,0.489,0.596,0.519,0.286,0.371,0.282,0.708,0.0,1.0,0.355,0.256,4.4,11.2,0.395,1.4,5.1,0.282,3.0,6.1,0.489,3.0,3.5,0.842,1.4,5.1,6.5,4.0,1.5,0.2,2.6,4.3,13.2,101,111,1
565,Active,Sergio Rodriguez,PG,rodrise01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rodrise01.html,337,12.5,0.497,0.166,2.7,9.1,5.9,35.6,2.2,0.2,22.3,19.5,-1.2,-1.9,-3.1,0.412,14.7,0.643,0.266,0.117,0.079,0.18,0.357,0.455,0.533,0.43,0.355,0.4,0.336,0.155,0.0,0.689,0.182,0.414,6.7,16.3,0.411,1.9,5.8,0.335,4.8,10.5,0.454,2.0,2.7,0.745,1.2,4.0,5.3,11.8,2.2,0.1,5.0,4.4,17.4,100,110,4
566,Active,Seth Curry,PG,curryse01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/curryse01.html,100,14.4,0.585,0.157,1.6,8.9,5.1,15.5,2.0,0.4,11.4,18.4,1.1,-0.8,0.3,0.461,17.3,0.533,0.121,0.135,0.08,0.197,0.467,0.491,0.648,0.5,0.483,0.392,0.428,0.284,0.0,0.772,0.221,0.547,7.8,16.9,0.461,3.4,7.9,0.428,4.4,9.0,0.491,2.2,2.7,0.816,0.7,3.8,4.6,4.9,2.0,0.2,2.3,3.3,21.2,112,111,2
567,Active,Shabazz Muhammad,SF,muhamsh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/muhamsh01.html,210,15.9,0.552,0.347,7.1,11.6,9.3,5.7,0.8,0.4,7.9,22.7,0.2,-3.9,-3.8,0.472,9.7,0.802,0.357,0.247,0.119,0.08,0.198,0.504,0.642,0.434,0.34,0.339,0.345,0.63,0.093,0.981,0.425,0.429,9.7,20.6,0.472,1.4,4.1,0.345,8.3,16.6,0.504,5.4,7.2,0.749,3.1,5.0,8.2,1.7,0.8,0.2,2.0,3.0,26.2,111,114,3
568,Active,Shabazz Napier,PG,napiesh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/napiesh01.html,139,10.0,0.497,0.236,1.8,10.3,6.1,20.9,2.2,0.3,20.2,17.8,-1.9,-1.4,-3.3,0.368,18.5,0.467,0.152,0.064,0.051,0.201,0.533,0.394,0.407,0.265,0.444,0.411,0.345,0.194,0.0,0.694,0.187,0.321,5.3,14.5,0.368,2.7,7.7,0.345,2.7,6.8,0.394,2.6,3.4,0.754,0.8,4.6,5.4,7.1,2.2,0.2,4.1,3.7,16.0,95,109,6
569,Inactive,Shane Larkin,PG,larkish01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/larkish01.html,202,11.6,0.502,0.196,1.9,9.4,5.5,23.7,2.7,0.4,18.7,15.8,-1.7,-0.9,-2.6,0.43,12.8,0.755,0.284,0.157,0.097,0.215,0.245,0.464,0.602,0.405,0.356,0.374,0.328,0.381,0.0,0.709,0.141,0.297,5.8,13.4,0.43,1.1,3.3,0.328,4.7,10.2,0.464,2.0,2.6,0.762,0.9,4.1,5.0,8.0,2.7,0.3,3.4,4.0,14.7,100,110,6
570,Inactive,Shannon Brown,SG,brownsh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownsh01.html,408,12.4,0.503,0.194,2.8,9.0,5.9,10.2,2.0,0.9,10.9,21.4,-1.4,-1.0,-2.3,0.42,14.9,0.709,0.278,0.074,0.073,0.284,0.291,0.456,0.631,0.355,0.338,0.34,0.332,0.518,0.062,0.815,0.237,0.396,8.5,20.3,0.42,2.0,5.9,0.332,6.6,14.4,0.456,3.2,3.9,0.807,1.3,4.1,5.4,3.3,2.0,0.6,2.7,3.8,22.2,100,107,5
571,Active,Shaun Livingston,PG,livinsh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/livinsh01.html,674,12.7,0.529,0.272,3.3,9.9,6.6,22.8,1.8,1.4,17.9,15.9,-1.7,0.2,-1.5,0.483,9.7,0.983,0.268,0.201,0.358,0.157,0.017,0.488,0.626,0.433,0.459,0.386,0.188,0.432,0.071,0.667,0.375,0.292,6.4,13.2,0.483,0.0,0.2,0.188,6.3,13.0,0.488,2.8,3.6,0.791,1.4,4.5,5.9,7.6,1.8,0.9,3.2,4.4,15.6,106,107,6
572,Inactive,Shavlik Randolph,PF,randosh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/randosh01.html,146,12.6,0.482,0.519,14.8,20.5,17.7,4.6,1.9,2.4,14.3,15.7,-3.2,-0.1,-3.3,0.449,3.5,0.979,0.648,0.261,0.031,0.038,0.021,0.456,0.532,0.307,0.222,0.364,0.167,0.531,0.16,1.0,0.167,1.0,5.6,12.4,0.449,0.0,0.3,0.167,5.5,12.1,0.456,3.5,6.4,0.544,6.5,9.2,15.7,1.6,1.9,1.6,2.5,8.3,14.7,102,104,7
573,Inactive,Shawn Marion,SF,mariosh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mariosh01.html,1163,18.8,0.542,0.191,7.8,20.5,14.3,9.1,2.3,2.2,9.7,20.4,1.1,2.1,3.2,0.485,9.9,0.838,0.334,0.217,0.175,0.111,0.162,0.514,0.679,0.423,0.401,0.375,0.332,0.688,0.104,0.973,0.478,0.354,9.4,19.3,0.484,1.0,3.1,0.331,8.3,16.3,0.513,3.0,3.7,0.81,3.5,9.5,13.0,2.8,2.3,1.6,2.2,3.3,22.7,110,102,3
574,Inactive,Shawne Williams,SF,willish03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willish03.html,314,10.5,0.513,0.159,5.2,14.8,9.9,6.4,1.2,2.2,10.2,16.0,-1.3,-0.7,-2.0,0.403,17.0,0.496,0.21,0.069,0.048,0.169,0.504,0.469,0.595,0.33,0.377,0.396,0.339,0.552,0.019,0.964,0.473,0.378,6.1,15.2,0.403,2.6,7.7,0.339,3.5,7.6,0.469,1.8,2.4,0.755,2.3,6.6,8.9,2.1,1.2,1.5,1.9,6.2,16.7,103,109,3
577,Active,Shelvin Mack,PG,macksh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/macksh01.html,321,12.4,0.502,0.158,1.5,10.8,6.2,27.2,1.8,0.1,16.6,19.7,-1.3,-1.3,-2.6,0.424,13.9,0.665,0.233,0.18,0.101,0.15,0.335,0.475,0.607,0.405,0.455,0.364,0.323,0.313,0.001,0.688,0.238,0.349,7.3,17.3,0.424,1.9,5.8,0.323,5.5,11.5,0.475,2.0,2.7,0.748,0.7,4.9,5.6,8.8,1.8,0.1,3.7,3.5,18.6,100,107,6
580,Active,Solomon Hill,SF,hillso01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hillso01.html,225,9.8,0.522,0.273,3.2,12.4,7.8,10.3,1.5,0.9,13.9,13.7,-1.5,1.0,-0.5,0.405,13.5,0.597,0.327,0.125,0.077,0.068,0.403,0.452,0.538,0.336,0.391,0.321,0.335,0.376,0.055,0.975,0.369,0.373,4.8,11.9,0.405,1.6,4.8,0.335,3.2,7.1,0.452,2.7,3.2,0.825,1.5,5.8,7.2,3.5,1.6,0.5,2.1,3.9,13.9,103,106,5
581,Inactive,Sonny Weems,SG-SF,weemsso01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/weemsso01.html,183,10.1,0.501,0.164,3.1,11.0,7.1,12.0,1.3,0.6,14.3,18.6,-2.5,-1.7,-4.2,0.465,12.5,0.892,0.262,0.155,0.136,0.339,0.108,0.487,0.641,0.433,0.373,0.437,0.283,0.646,0.071,0.971,0.325,0.385,7.9,17.0,0.465,0.5,1.8,0.283,7.4,15.1,0.487,1.9,2.8,0.702,1.4,4.8,6.2,3.9,1.3,0.4,3.0,4.1,18.2,97,114,1
582,Active,Spencer Dinwiddie,PG,dinwisp01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dinwisp01.html,79,10.8,0.477,0.353,1.6,10.8,6.2,25.2,1.5,1.0,14.7,17.5,-2.2,-1.2,-3.3,0.368,13.4,0.685,0.269,0.179,0.118,0.12,0.315,0.414,0.524,0.3,0.304,0.468,0.268,0.18,0.01,0.394,0.122,0.467,5.4,14.6,0.368,1.2,4.6,0.268,4.1,10.0,0.414,4.1,5.1,0.797,0.7,4.9,5.7,8.2,1.5,0.7,2.9,5.2,16.1,102,111,6
583,Active,Spencer Hawes,PF,hawessp01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hawessp01.html,665,13.9,0.512,0.173,7.2,21.3,14.2,13.2,0.9,3.3,14.4,19.5,-1.9,1.1,-0.7,0.456,11.2,0.811,0.306,0.21,0.121,0.175,0.189,0.481,0.613,0.399,0.397,0.407,0.35,0.666,0.054,0.989,0.171,0.351,8.1,17.6,0.456,1.2,3.3,0.35,6.9,14.3,0.481,2.2,3.1,0.715,3.3,9.5,12.8,4.2,0.9,2.2,3.2,5.6,19.4,101,106,7
584,Active,Stanley Johnson,SF,johnsst04,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsst04.html,127,8.6,0.464,0.173,3.4,15.2,9.1,10.8,1.8,1.0,15.3,17.7,-3.0,1.0,-2.1,0.38,14.0,0.643,0.224,0.174,0.125,0.12,0.357,0.422,0.582,0.301,0.417,0.303,0.306,0.354,0.017,0.911,0.357,0.4,6.1,16.1,0.38,1.8,5.7,0.306,4.4,10.3,0.422,2.1,2.8,0.746,1.6,6.8,8.4,3.7,1.8,0.6,3.1,5.2,16.0,92,106,5
585,Active,Stephen Curry,PG,curryst01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/curryst01.html,551,23.3,0.617,0.229,2.2,11.3,6.9,32.3,2.5,0.5,14.7,27.1,6.8,-0.5,6.2,0.477,17.6,0.55,0.171,0.092,0.08,0.207,0.45,0.507,0.644,0.407,0.449,0.46,0.44,0.3,0.003,0.607,0.145,0.518,11.3,23.7,0.477,4.7,10.7,0.44,6.6,13.0,0.507,4.9,5.4,0.903,1.0,5.2,6.2,9.7,2.5,0.3,4.5,3.6,32.2,117,106,6
587,Inactive,Steve Blake,PG,blakest01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/blakest01.html,870,11.1,0.521,0.126,1.4,8.6,5.0,25.1,1.5,0.2,18.4,14.5,-0.2,-1.5,-1.8,0.401,20.1,0.473,0.087,0.056,0.075,0.256,0.527,0.42,0.558,0.325,0.352,0.414,0.383,0.388,0.0,0.865,0.31,0.444,5.2,13.0,0.401,2.6,6.8,0.383,2.6,6.1,0.42,1.3,1.6,0.779,0.6,3.9,4.6,8.7,1.5,0.2,3.1,3.2,14.3,106,110,6
588,Active,Steve Novak,PF,novakst01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/novakst01.html,467,12.7,0.616,0.066,1.4,10.9,6.0,3.8,0.8,0.5,4.4,14.9,1.7,-2.6,-0.9,0.437,23.5,0.221,0.009,0.008,0.016,0.188,0.779,0.463,0.563,0.538,0.429,0.458,0.43,0.807,0.0,0.972,0.287,0.469,7.0,15.9,0.437,5.3,12.4,0.43,1.6,3.5,0.463,0.9,1.1,0.877,0.6,4.8,5.5,1.2,0.8,0.4,0.8,3.4,20.2,122,110,1
589,Active,Steven Adams,C,adamsst01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/adamsst01.html,286,14.8,0.584,0.479,12.7,17.1,15.0,5.0,1.3,3.4,16.7,14.0,-0.7,1.6,0.9,0.568,3.1,0.997,0.632,0.326,0.036,0.004,0.003,0.569,0.646,0.447,0.377,0.167,0.0,0.689,0.221,0.0,0.0,0.0,6.3,11.1,0.568,0.0,0.0,0.0,6.3,11.1,0.569,3.1,5.3,0.582,5.6,8.0,13.6,1.7,1.3,2.2,2.7,5.8,15.7,114,105,0
590,Active,T.J. McConnell,PG,mccontj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mccontj01.html,137,13.9,0.508,0.118,2.4,13.1,7.6,37.4,2.9,0.4,22.5,15.7,-2.0,-0.2,-2.2,0.468,11.1,0.845,0.258,0.248,0.22,0.118,0.155,0.497,0.611,0.462,0.451,0.409,0.311,0.206,0.0,0.658,0.172,0.429,6.1,12.9,0.469,0.6,2.0,0.311,5.4,10.9,0.497,1.1,1.5,0.702,1.1,5.7,6.8,11.6,2.9,0.3,4.0,3.5,13.8,103,108,4
591,Active,T.J. Warren,SF,warretj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/warretj01.html,131,14.4,0.53,0.154,6.1,8.9,7.5,6.3,1.7,1.2,6.9,19.3,-0.5,-1.1,-1.6,0.486,10.5,0.86,0.299,0.228,0.182,0.15,0.14,0.515,0.691,0.431,0.427,0.398,0.311,0.614,0.038,0.922,0.518,0.318,9.4,19.3,0.486,0.8,2.7,0.311,8.5,16.6,0.515,2.2,3.0,0.75,2.8,3.9,6.7,1.8,1.7,0.7,1.5,4.3,21.8,110,111,1
592,Active,Taj Gibson,PF,gibsota01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gibsota01.html,562,15.3,0.529,0.299,10.6,17.5,14.1,6.6,1.1,3.7,12.4,18.1,-1.8,1.7,-0.1,0.495,7.4,0.992,0.446,0.194,0.177,0.176,0.008,0.498,0.635,0.395,0.395,0.367,0.088,0.683,0.124,0.667,0.471,0.125,8.0,16.2,0.495,0.0,0.1,0.088,8.0,16.1,0.498,3.4,4.9,0.694,4.9,8.3,13.2,2.1,1.1,2.6,2.6,5.4,19.4,107,102,7
593,Active,Tarik Black,C,blackta01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/blackta01.html,148,14.4,0.567,0.423,12.7,22.3,17.3,5.8,1.0,2.2,13.8,14.4,-1.7,-0.2,-1.9,0.548,3.3,0.995,0.681,0.254,0.027,0.034,0.005,0.549,0.644,0.376,0.25,0.15,0.333,0.663,0.237,0.0,0.0,0.0,6.6,12.0,0.548,0.0,0.1,0.333,6.6,11.9,0.549,3.0,5.1,0.585,6.0,9.9,15.9,1.8,1.0,1.4,2.3,7.5,16.1,115,109,0
595,Inactive,Tayshaun Prince,SF,princta01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/princta01.html,1017,13.7,0.513,0.202,4.2,12.2,8.1,12.8,1.0,1.2,8.8,17.8,-0.1,0.2,0.1,0.455,12.3,0.846,0.25,0.166,0.144,0.286,0.154,0.47,0.655,0.404,0.374,0.396,0.367,0.553,0.058,0.97,0.559,0.408,7.9,17.3,0.455,1.0,2.7,0.367,6.9,14.6,0.47,2.6,3.5,0.756,1.9,5.5,7.4,4.1,1.0,0.9,1.8,2.1,19.4,108,108,1
596,Active,Terrence Jones,PF,joneste01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/joneste01.html,229,17.2,0.547,0.302,8.0,18.0,13.1,7.0,1.3,3.8,8.9,19.2,-0.8,1.0,0.1,0.502,7.8,0.841,0.465,0.283,0.038,0.054,0.159,0.54,0.694,0.364,0.307,0.311,0.299,0.644,0.129,0.957,0.206,0.25,8.8,17.5,0.502,0.8,2.8,0.299,7.9,14.7,0.54,3.3,5.3,0.622,3.5,8.3,11.8,2.1,1.3,2.4,1.9,3.5,21.7,111,105,7
597,Active,Terrence Ross,SF,rosste01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rosste01.html,364,12.2,0.535,0.101,2.0,11.0,6.5,6.1,1.6,1.1,8.1,18.8,0.4,-1.3,-0.9,0.421,18.3,0.482,0.124,0.09,0.102,0.166,0.518,0.47,0.651,0.451,0.425,0.372,0.376,0.537,0.051,0.922,0.306,0.385,7.9,18.9,0.421,3.7,9.8,0.376,4.3,9.1,0.47,1.5,1.9,0.801,0.9,4.9,5.8,2.0,1.7,0.7,1.7,4.0,21.1,106,108,5
